Intent,User_Query,Response,Language,Category,Action_Required,User_Query_Normalized,Keywords
fayoum_emergency,إسعاف الفيوم لو سمحت,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,اسعاف الفيوم لو سمحت,"اسعاف, الفيوم, سمحت"
fayoum_emergency,دكتور الفيوم مساعدة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,دكتور الفيوم مساعده,"دكتور, الفيوم, مساعده"
fayoum_hotels,فندق أوبرج الفيوم rates,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,فندق اوبرج الفيوم rates,"فندق, اوبرج, الفيوم, rates"
fayoum_hotels,سكن في الفيوم,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,سكن في الفيوم,"سكن, الفيوم"
fayoum_emergency,بلاغ الفيوم يا فندم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ الفيوم يا فندم,"بلاغ, الفيوم, فندم"
fayoum_attractions,مواعيد قرية تونس,يمكنك معرفة كافة التفاصيل عن قرية تونس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,مواعيد قريه تونس,"مواعيد, قريه, تونس"
fayoum_emergency,نجدة الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,نجده الفيوم,"نجده, الفيوم"
fayoum_attractions,رحلة مدينة كرانبس الآن,يمكنك معرفة كافة التفاصيل عن مدينة كرانبس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,رحله مدينه كرانبس الان,"رحله, مدينه, كرانبس, الان"
fayoum_attractions,مدينة كرانبس info please,"You can find all details about مدينة كرانبس, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,مدينه كرانبس info please,"مدينه, كرانبس, info"
fayoum_hotels,Stay at فندق كوم الدكة now,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,Stay at فندق كوم الدكه now,"stay, فندق, كوم, الدكه, now"
fayoum_hotels,Stay at بيوم ليك سايد ريزورت,"To book your stay at بيوم ليك سايد ريزورت, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,Stay at بيوم ليك سايد ريزورت,"stay, بيوم, ليك, سايد, ريزورت"
fayoum_emergency,إسعاف الفيوم من فضلك,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,اسعاف الفيوم من فضلك,"اسعاف, الفيوم, فضلك"
fayoum_emergency,Emergency Fayoum help,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,Emergency Fayoum help,"emergency, fayoum, help"
fayoum_attractions,صور هرم هوارة,يمكنك معرفة كافة التفاصيل عن هرم هوارة والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,صور هرم هواره,"صور, هرم, هواره"
fayoum_hotels,Stay at فندق زاد المسافر now,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,Stay at فندق زاد المسافر now,"stay, فندق, زاد, المسافر, now"
fayoum_hotels,Book بيوم ليك سايد ريزورت now,"To book your stay at بيوم ليك سايد ريزورت, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,Book بيوم ليك سايد ريزورت now,"book, بيوم, ليك, سايد, ريزورت, now"
fayoum_attractions,بحيرة قارون trip help,"You can find all details about بحيرة قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,بحيره قارون trip help,"بحيره, قارون, trip, help"
fayoum_emergency,Emergency Fayoum help,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,Emergency Fayoum help,"emergency, fayoum, help"
fayoum_emergency,مستشفى الفيوم لو سمحت,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,مستشفي الفيوم لو سمحت,"مستشفي, الفيوم, سمحت"
fayoum_hotels,تقييم فندق كوم الدكة مساعدة,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,تقييم فندق كوم الدكه مساعده,"تقييم, فندق, كوم, الدكه, مساعده"
fayoum_hotels,أوضة في بيوم ليك سايد ريزورت الآن,لحجز إقامتك في بيوم ليك سايد ريزورت، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اوضه في بيوم ليك سايد ريزورت الان,"اوضه, بيوم, ليك, سايد, ريزورت, الان"
fayoum_hotels,أوضة في بيوم ليك سايد ريزورت يا فندم,لحجز إقامتك في بيوم ليك سايد ريزورت، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اوضه في بيوم ليك سايد ريزورت يا فندم,"اوضه, بيوم, ليك, سايد, ريزورت, فندم"
fayoum_attractions,مدينة كرانبس info now,"You can find all details about مدينة كرانبس, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,مدينه كرانبس info now,"مدينه, كرانبس, info, now"
fayoum_hotels,حجز فنادق قرية تونس مساعدة,لحجز إقامتك في فنادق قرية تونس، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,حجز فنادق قريه تونس مساعده,"حجز, فنادق, قريه, تونس, مساعده"
fayoum_hotels,سكن في الفيوم مساعدة,لحجز إقامتك في بيوم ليك سايد ريزورت، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,سكن في الفيوم مساعده,"سكن, الفيوم, مساعده"
fayoum_hotels,Book فنادق قرية تونس now,"To book your stay at فنادق قرية تونس, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,Book فنادق قريه تونس now,"book, فنادق, قريه, تونس, now"
fayoum_attractions,هرم هوارة hours kindly,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,هرم هواره hours kindly,"هرم, هواره, hours, kindly"
fayoum_emergency,نجدة الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,نجده الفيوم,"نجده, الفيوم"
fayoum_attractions,رحلة بحيرة قارون لو سمحت,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,رحله بحيره قارون لو سمحت,"رحله, بحيره, قارون, سمحت"
fayoum_hotels,خدمات فندق كوم الدكة مساعدة,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,خدمات فندق كوم الدكه مساعده,"خدمات, فندق, كوم, الدكه, مساعده"
fayoum_attractions,ماجيك ليك photos help,"You can find all details about ماجيك ليك, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,ماجيك ليك photos help,"ماجيك, ليك, photos, help"
fayoum_hotels,Stay at فندق زاد المسافر kindly,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,Stay at فندق زاد المسافر kindly,"stay, فندق, زاد, المسافر, kindly"
fayoum_attractions,عايز أزور وادي الريان مساعدة,يمكنك معرفة كافة التفاصيل عن وادي الريان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,عايز ازور وادي الريان مساعده,"ازور, وادي, الريان, مساعده"
fayoum_attractions,Visit شلالات الفيوم help,"You can find all details about شلالات الفيوم, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,Visit شلالات الفيوم help,"visit, شلالات, الفيوم, help"
fayoum_emergency,نجدة الفيوم يا فندم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,نجده الفيوم يا فندم,"نجده, الفيوم, فندم"
fayoum_hotels,أسعار فندق زاد المسافر من فضلك,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اسعار فندق زاد المسافر من فضلك,"اسعار, فندق, زاد, المسافر, فضلك"
fayoum_attractions,معلومات بحيرة قارون يا فندم,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,معلومات بحيره قارون يا فندم,"معلومات, بحيره, قارون, فندم"
